,Date,Temperature (Min),Temperature (Max),Pressure,Direction of Wind,Velocity of Wind,Humidity,Carbon Monoxide,UV Rays,Intensity of Light,Clouds,Rainfall
76,1970-03-18,18.0,37.0,825.0,NorthEast,38.46844816365502,18.0,0.2350680689965968,1.964706877946035,17967.0,Cumulonimbus,0.016295333223271865
77,1970-03-19,19.0,38.0,797.0,SouthEast,34.09078874594286,24.0,0.20530280083823724,1.9786446999792222,17384.0,Nimbostratus,0.009646737320664314
78,1970-03-20,18.0,37.0,719.0,NorthEast,35.94896483792347,19.0,0.21900915249954767,1.9571176567023354,18419.0,Stratus,0.014433678791322463
79,1970-03-21,18.0,36.0,736.0,NorthEast,29.893907412263964,28.0,0.13013981193173432,1.995385256627109,18361.0,Contrails,0.010800846858260757
80,1970-03-22,18.0,36.0,742.0,NorthWest,30.841416876465026,16.0,0.133381432322504,1.9690519887799245,17326.0,Stratocumulus,0.009286893558904124
81,1970-03-23,19.0,38.0,730.0,NorthWest,38.75556897887147,4.0,0.2357556461458953,1.7981573993353537,17627.0,Nimbostratus,0.007125969083664284
82,1970-03-24,19.0,38.0,773.0,SouthEast,33.99380175451443,27.0,0.11785411669642738,1.806903398511603,18045.0,Cirrostratus,0.010653223525413674
83,1970-03-25,19.0,37.0,768.0,NorthWest,30.15395458857655,14.0,0.19655233429875188,1.8841202795178122,18225.0,Cumulus: Fluffy,0.01236855332017542
84,1970-03-26,19.0,37.0,822.0,SouthEast,35.447859293822766,12.0,0.18389361103934518,1.7871183136450495,17520.0,Cumulus: Fluffy,0.009296075889556995
85,1970-03-27,18.0,37.0,769.0,SouthEast,31.430129087500898,27.0,0.08584299096011345,1.8324949470312453,18467.0,Cirrocumulus,0.014834566510065783
86,1970-03-28,19.0,37.0,766.0,NorthWest,33.0778820490219,25.0,0.10032334684451927,1.7869808584922378,18197.0,Altostratus,0.010993573703993854
87,1970-03-29,19.0,37.0,708.0,NorthWest,35.8694038235322,19.0,0.2454080324773975,1.8064810020356596,18367.0,Stratocumulus,0.014096093392291592
88,1970-03-30,19.0,38.0,768.0,NorthWest,38.335514988440885,22.0,0.16115699974645545,1.9623977561522605,17784.0,Stratus,0.019963492491622877
89,1970-03-31,18.0,38.0,776.0,SouthEast,30.133246982201467,13.0,0.04372076351765649,1.9858199293574963,17832.0,Mammatus Clouds,0.00014705903014640946
90,1970-04-01,18.0,35.0,743.0,SouthWest,29.862228657833075,11.0,0.033593694091377274,1.9171889375213018,17656.0,Cirrocumulus,0.01549244076342543
91,1970-04-02,19.0,36.0,741.0,NorthWest,39.32845104613732,24.0,0.03673732701079425,1.9767741357943107,18017.0,Cirrostratus,0.00833938306650001
92,1970-04-03,19.0,38.0,766.0,NorthWest,37.9991261011642,21.0,0.13446492347033204,1.8369003399986867,18312.0,Cumulonimbus,0.011537279874443454
93,1970-04-04,19.0,37.0,754.0,NorthWest,39.17584257626747,29.0,0.2494616968827538,1.9017960521717259,18130.0,Altostratus,0.012990139895467661
94,1970-04-05,19.0,38.0,793.0,NorthWest,33.55309735760914,10.0,0.18673635181097353,1.97921661694469,17699.0,Cumulus: Fluffy,0.013248911767346522
95,1970-04-06,19.0,35.0,764.0,NorthEast,36.23454495426165,6.0,0.14908396900734103,1.9449730153011588,17384.0,Cumulus: Fluffy,0.00921197874880849
96,1970-04-07,19.0,36.0,772.0,SouthWest,38.35134349066416,15.0,0.17490571006098665,1.8432740236362029,17978.0,Mammatus Clouds,0.001846610095173818
97,1970-04-08,19.0,36.0,708.0,SouthEast,38.090861694938354,18.0,0.19757057560319702,1.8168094956021532,17965.0,Nimbostratus,0.010874318865531621
98,1970-04-09,18.0,38.0,818.0,SouthEast,36.025405306679815,20.0,0.240751057686861,1.9027520743434865,17672.0,Contrails,0.007022007471093838
99,1970-04-10,19.0,38.0,824.0,SouthEast,29.373083642679653,13.0,0.07038652077293044,1.9005434088011588,17968.0,Altostratus,0.01688509334672105
100,1970-04-11,19.0,36.0,788.0,NorthEast,36.2170079001888,6.0,0.17418053005497977,1.8348800893086912,17211.0,Lenticular Clouds,0.014662096498433908
101,1970-04-12,19.0,36.0,793.0,SouthEast,36.11745165149404,26.0,0.2398586056109348,1.7869533891666358,17631.0,Cirrocumulus,0.008633782152258304
102,1970-04-13,19.0,37.0,765.0,NorthWest,29.968093026343404,30.0,0.1070026907942141,1.9668031784569597,17860.0,Stratocumulus,0.01771781594918406
103,1970-04-14,19.0,38.0,745.0,SouthEast,31.150554916225556,25.0,0.1911750344013464,1.810923252646942,17501.0,Mammatus Clouds,0.00192083019789706
104,1970-04-15,20.0,36.0,799.0,NorthWest,32.43555246750884,15.0,0.24863806767360225,1.844275999953975,18333.0,Cumulonimbus,0.006271221405650632
105,1970-04-16,18.0,36.0,796.0,SouthEast,38.351153702150285,29.0,0.13270480585029565,1.8453581656559814,18116.0,Nimbostratus,0.007104874869616811
106,1970-04-17,18.0,37.0,721.0,NorthWest,30.25747886904099,24.0,0.10635158873398852,1.8449908650095634,17646.0,Stratus,0.005786308983172003
107,1970-04-18,19.0,37.0,803.0,SouthEast,36.499302990783114,28.0,0.10584173892850184,1.7972427360880048,18034.0,Cirrocumulus,0.01318801160187401
108,1970-04-19,18.0,36.0,710.0,NorthEast,37.72146413578478,6.0,0.18115528690430505,1.8897498386867526,18126.0,Stratocumulus,0.01049019968009247
109,1970-04-20,19.0,36.0,760.0,NorthWest,37.142358095043555,9.0,0.15974103346321408,1.8433304537565514,18270.0,Stratocumulus,0.015963235319209318
110,1970-04-21,18.0,37.0,793.0,SouthEast,34.803007022800834,14.0,0.16720108129695385,1.9401407631488645,17749.0,Cumulonimbus,0.009571458689645578
111,1970-04-22,18.0,37.0,708.0,SouthEast,37.524918419547326,22.0,0.16406037314319138,1.8682111692227015,17924.0,Nimbostratus,0.005254264272841929
112,1970-04-23,18.0,36.0,798.0,NorthWest,29.442941940435368,8.0,0.14035231237800916,1.9515819252965563,18547.0,Cirrocumulus,0.010658352643748889
113,1970-04-24,19.0,38.0,770.0,NorthWest,31.938563753399343,14.0,0.15923642136598204,1.9323383403411905,18332.0,Mammatus Clouds,0.014548995630124954
114,1970-04-25,19.0,37.0,714.0,NorthEast,33.909325695847635,7.0,0.11706669261833202,1.9589129887885288,17531.0,Mammatus Clouds,0.01070991371435019
115,1970-04-26,18.0,37.0,766.0,NorthWest,35.25752612885906,22.0,0.069392785261154,1.8382403250085777,18347.0,Stratus,0.009492055525725565
116,1970-04-27,18.0,36.0,746.0,SouthWest,39.968111260162985,14.0,0.09213869677238767,1.9006222417297198,18076.0,Altostratus,0.003153208588658658
117,1970-04-28,18.0,37.0,712.0,NorthWest,31.256510838623203,29.0,0.17453751907179546,1.9605426633257725,18306.0,Cumulonimbus,0.009528910790497173
118,1970-04-29,19.0,38.0,806.0,SouthWest,31.061814908651026,30.0,0.2167461692727952,1.8973565567267354,17472.0,Cumulonimbus,0.01593751568434259
119,1970-04-30,19.0,35.0,828.0,NorthWest,38.62282670867901,8.0,0.24763978402010975,1.9766308434135043,18356.0,Cirrus,0.011523364573329593
120,1970-05-01,19.0,38.0,784.0,SouthWest,37.48328455919801,15.0,0.18357907952158223,1.8747904764834131,17547.0,Lenticular Clouds,0.007196098604312828
121,1970-05-02,19.0,38.0,812.0,SouthWest,36.75981501589977,28.0,0.23850045278267468,1.9583700015005558,18366.0,Cumulonimbus,0.009302386654220991
122,1970-05-03,19.0,38.0,748.0,NorthWest,34.993212545072666,22.0,0.13022179529597605,1.8140883683251974,18512.0,Stratus,0.008448792416987514
123,1970-05-04,19.0,37.0,721.0,SouthEast,29.606036783020286,16.0,0.0738963082649769,1.9440084737764818,17702.0,Nimbostratus,0.008559717374414223
124,1970-05-05,18.0,36.0,796.0,NorthEast,36.48429031326781,6.0,0.05357620152352554,1.854859011746606,17845.0,Cirrus,0.01230464187351245
125,1970-05-06,18.0,38.0,781.0,NorthWest,32.94345093363949,18.0,0.11733391937910456,1.7894614798271264,18228.0,Mammatus Clouds,0.007283276787624657
126,1970-05-07,18.0,38.0,767.0,NorthWest,39.53634444504153,15.0,0.07419291320634301,1.868624536596242,18177.0,Stratus,0.00029512447541867753
127,1970-05-08,19.0,38.0,731.0,SouthWest,34.621420877065745,21.0,0.22170787601727046,1.7797024071076366,17493.0,Contrails,0.007438036066490027
128,1970-05-09,18.0,37.0,746.0,SouthEast,31.743647234296333,22.0,0.241367077633275,1.9945862992463974,17864.0,Lenticular Clouds,0.01060812657745165
129,1970-05-10,18.0,36.0,811.0,SouthEast,36.655854247975924,18.0,0.0737394989672916,1.8564269094021897,18225.0,Cirrocumulus,0.009220999068786623
130,1970-05-11,18.0,37.0,826.0,NorthWest,33.959081715220336,23.0,0.09980302768153212,1.8499232917151731,18457.0,Cumulonimbus,0.015748432139769796
131,1970-05-12,19.0,38.0,752.0,NorthEast,40.064484427726335,7.0,0.1898326964310387,1.9120597840902491,18606.0,Contrails,0.02692609577711201
132,1970-05-13,19.0,35.0,769.0,SouthWest,30.099957338861486,21.0,0.1965453660997775,1.868804284998551,17680.0,Mammatus Clouds,0.015290602030596795
133,1970-05-14,18.0,36.0,737.0,SouthEast,33.09585211341022,6.0,0.2101575440406484,1.9942028056200958,18161.0,Altocumulus,0.010112185335113969
134,1970-05-15,18.0,38.0,773.0,NorthWest,35.851310891859264,26.0,0.12195171826005474,1.9687204914941125,17431.0,Nimbostratus,0.005880231040403319
135,1970-05-16,18.0,37.0,813.0,NorthWest,35.057378526612865,28.0,0.15680418722680448,1.9720527717800402,17829.0,Nimbostratus,0.008021524753744453
136,1970-05-17,20.0,35.0,746.0,NorthWest,33.96278455264999,22.0,0.09814752433244812,1.9165987012701926,17428.0,Stratus,0.018587380548883165
137,1970-05-18,18.0,36.0,742.0,NorthEast,37.510165744097534,26.0,0.06453124513933074,1.7758363012665765,17770.0,Cumulonimbus,0.010789957812511434
138,1970-05-19,18.0,38.0,753.0,SouthEast,29.754700001041574,8.0,0.15737760370149612,1.9964197907429688,18442.0,Cumulonimbus,0.013673154271574539
139,1970-05-20,19.0,37.0,748.0,SouthEast,36.45608074925555,18.0,0.1426513335602579,1.8017814216670087,18720.0,Altostratus,0.013845761568103295
140,1970-05-21,18.0,36.0,768.0,NorthWest,39.16490300136586,27.0,0.1566173886854535,1.967150026395851,18802.0,Cirrocumulus,0.015520474830205069
141,1970-05-22,19.0,37.0,730.0,SouthEast,29.864052942129845,8.0,0.26824274470578985,1.8561181864734644,18270.0,Cirrostratus,0.007541039500432406
142,1970-05-23,20.0,38.0,782.0,NorthWest,40.14794615877029,8.0,0.21361255007798613,1.8994096002651757,18070.0,Cirrostratus,0.012570029784197108
143,1970-05-24,19.0,35.0,801.0,NorthWest,33.440959281911304,6.0,0.21153009935053285,1.7830660379158412,18357.0,Cirrostratus,0.00837570343322348
144,1970-05-25,18.0,36.0,783.0,SouthEast,30.154153609631358,11.0,0.1511476494685964,1.8885695891551912,18734.0,Stratus,0.014728257257103762
145,1970-05-26,18.0,35.0,774.0,NorthWest,35.10457231030433,20.0,0.12173078751958569,1.825976155386365,18652.0,Stratocumulus,0.01287814295177276
146,1970-05-27,19.0,38.0,761.0,NorthEast,30.940012924914647,28.0,0.2479032955309514,1.8964968054215383,18447.0,Altocumulus,0.013795555468867413
147,1970-05-28,18.0,36.0,742.0,SouthWest,33.02550146415486,10.0,0.15083824208098742,1.942800600404816,17963.0,Stratocumulus,0.009884794894967842
148,1970-05-29,19.0,36.0,758.0,SouthWest,31.530295152857665,12.0,0.24564984233343454,1.8419097338026793,17861.0,Stratus,0.011965611753034691
149,1970-05-30,18.0,38.0,756.0,NorthEast,31.609838494876108,31.0,0.17587735838898624,1.9150426830755698,18166.0,Nimbostratus,0.017382091653847725
150,1970-05-31,20.0,38.0,778.0,SouthEast,37.54170053764567,19.0,0.19816445929018794,1.778518223237136,17601.0,Cirrostratus,0.014626583323273554
151,1970-06-01,19.0,37.0,737.0,NorthWest,33.212515722771265,32.0,0.17034303976735993,1.9874172188890595,18059.0,Stratus,0.007626809982089781
152,1970-06-02,18.0,38.0,827.0,SouthEast,37.80592955714087,21.0,0.2377883558665868,1.834817070817073,18385.0,Cumulus: Fluffy,0.008469069771163127
153,1970-06-03,18.0,36.0,759.0,NorthEast,34.396697051611774,11.0,0.22714237850964136,1.8578384918431923,18513.0,Lenticular Clouds,0.011185525446486402
154,1970-06-04,19.0,38.0,794.0,NorthEast,34.2484156384795,18.0,0.07300520252518844,1.8712829453149473,18172.0,Altostratus,0.00841234509572555
155,1970-06-05,19.0,37.0,775.0,NorthWest,34.382305954254655,13.0,0.250990614209471,1.8058602594397848,17697.0,Altocumulus,0.008477662676110363
156,1970-06-06,19.0,37.0,829.0,NorthWest,30.245974355439948,25.0,0.1560812486998932,1.9795665910492295,17482.0,Mammatus Clouds,0.009754055409099066
157,1970-06-07,19.0,36.0,742.0,SouthEast,35.999230059887424,30.0,0.08343289115815208,1.8149882316952757,18287.0,Stratocumulus,0.0035016309143376897
158,1970-06-08,19.0,38.0,737.0,SouthEast,31.64468180875408,11.0,0.22931701191280107,1.808601254304378,17438.0,Cirrostratus,0.01351393739873167
159,1970-06-09,19.0,36.0,826.0,SouthEast,38.848859944657505,19.0,0.07690796095138563,1.8389591066923956,17433.0,Cirrocumulus,0.01169618420085739
160,1970-06-10,18.0,36.0,787.0,SouthEast,30.27725123532519,9.0,0.1250604165269325,1.9013722947867668,18277.0,Altostratus,0.012121352545918581
161,1970-06-11,19.0,38.0,825.0,SouthEast,40.40791463912207,28.0,0.26276160919135655,1.9781216888043747,17581.0,Mammatus Clouds,0.01463120418910283
162,1970-06-12,20.0,37.0,819.0,SouthEast,39.727804331748345,28.0,0.06396745433853372,1.8264656831450665,17493.0,Cirrus,0.018301206850492018
163,1970-06-13,19.0,38.0,787.0,SouthWest,34.787192397249804,25.0,0.1730450799143287,1.8609803755951757,18487.0,Nimbostratus,0.009425473712701827
164,1970-06-14,20.0,36.0,713.0,SouthEast,33.04312916535778,8.0,0.2258579707566809,1.831105365674894,18000.0,Cumulonimbus,0.007249854875991533
165,1970-06-15,19.0,36.0,826.0,NorthEast,38.95912072379085,27.0,0.07436485311341144,1.9665330356661264,17687.0,Mammatus Clouds,0.013957460569999053
166,1970-06-16,19.0,37.0,811.0,SouthWest,40.08058983403785,20.0,0.20865882428232596,1.8932387716848555,18573.0,Altocumulus,0.0056397570153739595
167,1970-06-17,19.0,38.0,778.0,SouthEast,34.680011192449754,17.0,0.12703651506059377,1.8089896777030046,18678.0,Lenticular Clouds,0.005908787145132841
168,1970-06-18,19.0,36.0,758.0,NorthEast,33.912251938173114,26.0,0.17839083294836436,1.781639211083472,17524.0,Mammatus Clouds,0.0011620916479277896
169,1970-06-19,20.0,37.0,723.0,SouthEast,37.33883200837255,8.0,0.12301282405770805,1.9224533823289347,18545.0,Lenticular Clouds,0.010476753203971442
170,1970-06-20,19.0,36.0,773.0,NorthEast,33.54242253960838,27.0,0.20848996545794224,1.9704437537180086,18646.0,Mammatus Clouds,0.013382431545581643
171,1970-06-21,18.0,36.0,768.0,NorthEast,31.44284101413044,11.0,0.09216380455455196,1.7823684714760248,18040.0,Altocumulus,0.013408833021542565
172,1970-06-22,18.0,38.0,829.0,SouthWest,34.751861908728394,29.0,0.19318303327811256,1.8710658511672829,18551.0,Contrails,0.010492278770020074
173,1970-06-23,19.0,36.0,824.0,SouthWest,38.350722353934714,21.0,0.26785858541846835,1.988561766785433,17645.0,Nimbostratus,0.008506906856966584
174,1970-06-24,18.0,35.0,757.0,SouthWest,39.434616953215276,20.0,0.23561000813728447,1.9553333851128198,18763.0,Nimbostratus,0.01403920857008267
